NOME,CATEGORIA,GRUPO,ESFERA,CRIAÇÃO,ATO LEGAL,ULTIMA ATUALIZAÇÃO,CODUC,ÓRGÃO GESTOR
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRATI,Reserva Particular do Patrimônio Natural,US,federal,"2010",Portaria nº 49 de 01/07/2010,26/08/2011,0000.00.2156,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DE MARAPENDI,Parque,PI,municipal,"1978",Lei ordinária nº 61 de 05/07/1978,05/05/2017,0455.33.1789,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE NACIONAL DO ITATIAIA,Parque,PI,federal,"1937",Decreto nº 1713 de 14/06/1937,30/07/2012,0000.00.0184,Instituto Chico Mendes de Conservação da Biodiversidade
REFúGIO DE VIDA SILVESTRE MATA DE MUSSAíBA,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9989/87 de 13/01/1987,15/03/2016,0000.26.3239,Agência Estadual do Meio Ambiente de Pernambuco
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO FRIO,Reserva Particular do Patrimônio Natural,US,estadual,"2008",Portaria nº 276 de 14/11/2008,01/12/2011,0000.33.2268,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RABICHO DA SERRA,Reserva Particular do Patrimônio Natural,US,estadual,"2008",Portaria nº 278 de 14/11/2008,06/10/2011,0000.33.2270,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA DE DESENVOLVIMENTO SUSTENTáVEL MUNICIPAL DO MANGUEZAL DE CARIACICA,Reserva de Desenvolvimento Sustentável,US,municipal,"2007",Decreto nº 77 de 21/09/2007,26/04/2012,0130.32.2599,Secretaria Municipal de Meio Ambiente de Cariacica - ES
REFÚGIO DE VIDA SILVESTRE PERIQUITO CARA-SUJA,Refúgio de Vida Silvestre,PI,estadual,"2018",Decreto nº 32.791 de 17/08/2018,21/08/2018,0000.23.3729,Secretaria do Meio Ambiente do Ceará
REFúGIO DE VIDA SILVESTRE MATA DO JUNCO,Refúgio de Vida Silvestre,PI,estadual,"2007",Decreto nº 24994 de 27/12/2007,22/01/2016,0000.28.1604,Secretaria de Estado do Meio Ambiente e Recursos Hídricos de Sergipe
RPPN FLOR DO CERRADO I,Reserva Particular do Patrimônio Natural,US,federal,"2016",Portaria nº 20 de 17/03/2016,14/05/2018,0000.00.3686,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA DE DESENVOLVIMENTO SUSTENTáVEL MUNICIPAL PAPAGAIO,Reserva de Desenvolvimento Sustentável,US,municipal,"2011",Decreto nº 3692 de 23/11/2011,27/07/2012,0040.32.2539,Secretaria de Meio Ambiente de Anchieta - ES
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOSQUE DOS SAMAMBAIAÇUS - RESGATE V,Reserva Particular do Patrimônio Natural,US,federal,"2010",Portaria nº 35 de 01/04/2010,26/08/2011,0000.00.2074,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DA SERRA DA CUTIA,Parque,PI,federal,"2001",Decreto nº Sem Número de 01/08/2001,01/02/2016,0000.00.0188,Instituto Chico Mendes de Conservação da Biodiversidade
APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO,Área de Proteção Ambiental,US,estadual,"1986",Decreto nº 9.417 de 24/04/1986,18/08/2017,0000.53.1639,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
PARQUE NATURAL MUNICIPAL DE SãO GONçALO,Parque,PI,municipal,"2001",Decreto nº 038/2001 de 17/03/2001,22/06/2018,0490.33.3215,Secretaria Municipal de Meio Ambiente do Município de São Gonçalo - RJ
PARQUE ESTADUAL DE VASSUNUNGA,Parque,PI,estadual,"1970",Decreto nº 52.546 de 27/10/1970,29/09/2017,0000.35.0853,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
FLORESTA NACIONAL DE CARAJÁS,Floresta,US,federal,"1998",Decreto nº 2486 de 02/02/1998,25/09/2007,0000.00.0088,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DAS LONTRAS,Reserva Particular do Patrimônio Natural,US,federal,"2005",Portaria nº 34 de 04/05/2005,26/08/2011,0000.00.1102,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL VITóRIO PIASSA,Parque,PI,estadual,"2009",Decreto nº 5169 de 31/07/2009,21/03/2016,0000.41.3334,Instituto Ambiental do Paraná
RESERVA BIOLÓGICA DA MATA ESCURA,Reserva Biológica,PI,federal,"2003",Decreto nº S/N de 06/06/2003,04/12/2007,0000.00.0193,Instituto Chico Mendes de Conservação da Biodiversidade
MONUMENTO NATURAL ESTADUAL LAPA VERMELHA,Monumento Natural,PI,estadual,"2010",Decreto nº 45.400 de 14/06/2010,28/03/2012,0000.31.2593,Instituto Estadual de Florestas de Minas Gerais
PARQUE ESTADUAL DAS CARNAÚBAS,Parque,PI,estadual,"2006",Decreto nº 28.154 de 21/02/2006,15/02/2016,0000.23.1933,Secretaria do Meio Ambiente do Ceará
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTELA,Reserva Particular do Patrimônio Natural,US,estadual,"2009",Portaria nº 23 de 06/04/2009,11/10/2011,0000.33.2304,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE ESTADUAL DA PEDRA SELADA,Parque,PI,estadual,"2012",Decreto nº 43.640 de 18/06/2012,24/02/2014,0000.33.2722,Instituto Estadual do Ambiente do Rio de Janeiro
ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO,Área de Proteção Ambiental,US,estadual,"2005",Decreto nº 12310 de 27/06/2005,26/04/2011,0000.12.0940,Secretaria de Estado de Meio Ambiente do Acre
RESERVA PARTICULAR DO PATRIMôNIO NATURAL CORUMBAU I,Reserva Particular do Patrimônio Natural,US,estadual,"2013",Portaria nº 4938 de 03/05/2013,03/05/2013,0000.29.2854,Secretaria do Meio Ambiente da Bahia
PARQUE ESTADUAL SUCUNDURI,Parque,PI,estadual,"2005",Decreto nº 24810 de 21/01/2005,05/02/2016,0000.13.1009,Secretaria de Estado do Meio Ambiente do Amazonas
REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS,Refúgio de Vida Silvestre,PI,estadual,"2010",Decreto nº 12.487 de 30/11/2010,23/07/2012,0000.29.2016,Secretaria do Meio Ambiente da Bahia
RESERVA PARTICULAR DO PATRIMôNIO NATURAL SANTA ANA I,Reserva Particular do Patrimônio Natural,US,estadual,"2016",Portaria nº 12145 de 02/08/2016,04/08/2016,0000.29.3431,Secretaria do Meio Ambiente da Bahia
PARQUE NACIONAL DO PICO DA NEBLINA,Parque,PI,federal,"1979",Decreto nº 83550 de 05/06/1979,27/04/2011,0000.00.0177,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO CAJU,Reserva Particular do Patrimônio Natural,US,federal,"2011",Portaria nº 4 de 18/01/2011,26/08/2011,0000.00.2095,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA,Área de Proteção Ambiental,US,estadual,"2007",Decreto nº 1876-R de 05/07/2007,17/06/2016,0000.32.0336,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
PARQUE NATURAL MUNICIPAL GRUTA DA ONçA,Parque,PI,municipal,"1988",Lei ordinária nº 3564 de 23/07/1988,20/07/2012,0530.32.2646,Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES
RPPN FLOR DO CERRADO III,Reserva Particular do Patrimônio Natural,US,federal,"2016",Portaria nº 22 de 18/03/2016,14/05/2018,0000.00.3684,Instituto Chico Mendes de Conservação da Biodiversidade
FLORESTA NACIONAL DO TRAIRÃO,Floresta,US,federal,"2006",Decreto nº S/N de 14/02/2006,25/09/2007,0000.00.0265,Instituto Chico Mendes de Conservação da Biodiversidade
FLORESTA ESTADUAL DO PASSA DOIS,Floresta,US,estadual,"1990",Decreto nº 6.594 de 23/02/1990,24/03/2016,0000.41.0538,Instituto Ambiental do Paraná
PARQUE NATURAL MUNICIPAL DA LAGOA DO PEREQUê,Parque,PI,municipal,"2015",Decreto nº 1380 de 27/10/2015,26/02/2018,1350.42.3626,Fundação Municipal do Meio Ambiente de Porto Belo - SC
MONUMENTO NATURAL MORRO DE SANTO ANTôNIO,Monumento Natural,PI,estadual,"2006",Lei complementar nº 8.504 de 09/06/2006,22/08/2010,0000.51.1920,Secretaria de Estado do Meio Ambiente de Mato Grosso
RESERVA PARTICULAR DO PATRIMôNIO NATURAL GROTA DO SOSSEGO,Reserva Particular do Patrimônio Natural,US,estadual,"2013",Portaria nº 405 de 30/01/2013,26/11/2013,0000.33.2894,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE ESTADUAL DO RIO PEIXE,Parque,PI,estadual,"2002",Decreto nº 47.095 de 19/09/2002,02/02/2018,0000.35.0870,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVES GERAIS,Reserva Particular do Patrimônio Natural,US,federal,"2012",Portaria nº 35 de 15/03/2012,01/08/2014,0000.00.3088,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA EXTRATIVISTA BAIXO JURUÁ,Reserva Extrativista,US,federal,"2001",Decreto nº s/n de 01/08/2001,01/02/2016,0000.00.0230,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DE SANTA RITA,Área de Proteção Ambiental,US,estadual,"1984",Lei ordinária nº 4607 de 20/12/1984,03/10/2011,0000.27.0887,Instituto do Meio Ambiente de Alagoas
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA SERRA,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 105 de 02/01/2009,26/08/2011,0000.00.2136,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DO CONTENTE,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 68 de 17/08/2009,26/08/2011,0000.00.2213,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DO BOQUEIRÃO DA MIRA,Área de Proteção Ambiental,US,municipal,"2001",Lei ordinária nº 929 de 27/07/2001,23/08/2018,5930.31.3727,Prefeitura Municipal de Santa Rita de Jacutinga - MG
RESERVA EXTRATIVISTA CURRALINHO,Reserva Extrativista,US,estadual,"1995",Decreto nº 6952 de 19/07/1995,13/06/2011,0000.11.0771,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA,Estação Ecológica,PI,federal,"1981",Decreto nº 86061 de 04/06/1981,16/02/2016,0000.00.0058,Instituto Chico Mendes de Conservação da Biodiversidade
MONUMENTO NATURAL MUNICIPAL SERRA DO BOM JARDIM,Monumento Natural,PI,municipal,"2003",Decreto nº 53 de 29/05/2003,18/10/2017,0025.50.1997,"Secretaria Municipal de Desenvolvimento, Agricultura, Pecuária, Turismo e Meio Ambiente de Alcinópolis - MS"
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOSCO,Reserva Particular do Patrimônio Natural,US,federal,"2005",Portaria nº 32 de 02/05/2005,26/08/2011,0000.00.2105,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORREDEIRAS DO RIO ITAJAÍ,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 77 de 04/09/2009,26/08/2011,0000.00.2085,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO DAS ANTAS,Reserva Particular do Patrimônio Natural,US,estadual,"2007",Outros nº 018-N de 24/07/2007,11/11/2016,0000.32.2346,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
PARQUE ESTADUAL PICO DO JABRE,Parque,PI,estadual,"1992",Decreto nº 14.834 de 20/10/1992,20/09/2012,0000.25.2336,Superintendência de Administração do Meio Ambiente da Paraíba
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JADER FERREIRA RAMOS,Reserva Particular do Patrimônio Natural,US,estadual,"2008",Portaria nº 019/2008 de 04/11/2008,12/04/2013,0000.27.2690,Instituto do Meio Ambiente de Alagoas
APA PIRACICABA JUQUERI MIRIM ÁREA I,Área de Proteção Ambiental,US,estadual,"1991",Lei ordinária nº 7438 de 16/07/1991,14/09/2015,0000.35.1974,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA ESPERANÇA,Reserva Particular do Patrimônio Natural,US,federal,"1998",Portaria nº 62-N de 20/05/1998,26/08/2011,0000.00.2103,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMôNIO NATURAL SAINT MICHEL 3,Reserva Particular do Patrimônio Natural,US,estadual,"2017",Portaria nº 18/2017 de 31/05/2017,17/11/2017,0000.27.3582,Instituto do Meio Ambiente de Alagoas
PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,Parque,PI,estadual,"1958",Decreto nº 32283 de 20/05/1958,28/08/2018,0000.35.0826,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,Área de Proteção Ambiental,US,federal,"1996",Decreto nº s/n de 26/11/1996,29/04/2011,0000.00.0029,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ELIAS ANDRADE,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 93 de 29/12/2009,26/08/2011,0000.00.2098,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DO RIO IRATAPURU,Reserva de Desenvolvimento Sustentável,US,estadual,"1997",Lei ordinária nº 0392 de 11/12/1997,29/03/2016,0000.16.0292,Secretaria de Estado do Meio Ambiente do Amapá
ESTAçãO ECOLóGICA DE ANGATUBA,Estação Ecológica,PI,estadual,"1985",Decreto nº 23.790 de 14/08/1985,11/10/2017,0000.35.2936,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ÁREA DE PROTEÇÃO AMBIENTAL DA FAZENDINHA,Área de Proteção Ambiental,US,estadual,"2004",Lei complementar nº 0873 de 31/12/2004,02/10/2008,0000.16.0886,Secretaria de Estado do Meio Ambiente do Amapá
ÁREA DE RELEVANTE INTERESSE ECOLÓGICA MATA DE SANTA GENEBRA,Área de Relevante Interesse Ecológico,US,federal,"1985",Decreto nº 91885 de 05/11/1985,31/05/2011,0000.00.0040,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL SERRA AZUL,Parque,PI,estadual,"1994",Lei ordinária nº 6.439 de 31/05/1994,07/06/2010,0000.51.0472,Secretaria de Estado do Meio Ambiente de Mato Grosso
MONUMENTO NATURAL ESTADUAL DE ITATIAIA,Monumento Natural,PI,estadual,"2009",Decreto nº 45179 de 21/09/2009,12/03/2013,0000.31.2621,Instituto Estadual de Florestas de Minas Gerais
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO D'ÁGUA DO TRONCO,Reserva Particular do Patrimônio Natural,US,federal,"2016",Portaria nº 81 de 15/08/2016,09/05/2018,0000.00.3675,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,Área de Proteção Ambiental,US,federal,"2001",Decreto nº S/N de 28/09/2001,03/12/2007,0000.00.0028,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DA SERRA DOS ORGÃOS,Parque,PI,federal,"1939",Decreto nº 1822 de 30/11/1939,23/04/2010,0000.00.0152,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FREISLEBEN,Reserva Particular do Patrimônio Natural,US,estadual,"2011",Portaria nº 21 de 15/08/2011,04/11/2013,0000.32.2916,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO CEDRO,Floresta,US,estadual,"1996",Decreto nº 7601 de 11/10/1996,08/06/2011,0000.11.0763,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
REFúGIO DE VIDA SILVESTRE MATA DE SANTA CRUZ,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,01/02/2016,0000.26.2244,Agência Estadual do Meio Ambiente de Pernambuco
PARQUE NATURAL MUNICIPAL VON SCHILGEN,Parque,PI,municipal,"2004",Decreto nº 12137 de 17/12/2004,20/07/2012,0530.32.2650,Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES
RESERVA EXTRATIVISTA SÃO JOÃO DA PONTA,Reserva Extrativista,US,federal,"2002",Decreto nº S/N de 16/12/2002,12/02/2016,0000.00.0228,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DA CRATERA DE COLôNIA,Parque,PI,municipal,"2007",Decreto nº 48423 de 11/06/2007,20/04/2011,5030.35.1971,Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP
ÁREA DE PROTEÇÃO AMBIENTAL LAJEDÃO,Área de Proteção Ambiental,US,estadual,"1998",Decreto nº 39951 de 09/10/1998,21/08/2009,0000.31.0407,Instituto Estadual de Florestas de Minas Gerais
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BACCHUS,Reserva Particular do Patrimônio Natural,US,estadual,"2009",Portaria nº 67 de 07/10/2009,11/10/2011,0000.33.2302,Instituto Estadual do Ambiente do Rio de Janeiro
ÁREA DE PROTEÇÃO AMBIENTAL PARQUE MUNICIPAL DA ESTÂNCIA ECOLÓGICA DO CRUZEIRO,Área de Proteção Ambiental,US,municipal,"2005",Lei ordinária nº 1.957/2005 de 20/12/2005,20/06/2018,4000.31.3618,Secretaria Municipal de Meio Ambiente e Desenvolvimento Sustentável de Mariana - MG
RPPN MAHAYANA,Reserva Particular do Patrimônio Natural,US,estadual,"2008",Resolução nº 28 de 26/04/2008,08/09/2011,0000.35.2019,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
FLORESTA ESTADUAL ARIPUANÃ,Floresta,US,estadual,"2005",Decreto nº 24807 de 19/01/2005,05/02/2016,0000.13.0999,Secretaria de Estado do Meio Ambiente do Amazonas
PARQUE ESTADUAL DAS FONTES DO IPIRANGA,Parque,PI,estadual,"1969",Decreto nº 52281 de 12/08/1969,12/09/2014,0000.35.2867,Instituto de Botância de São Paulo
PARQUE NATURAL MUNICIPAL ELCI ROLLA GUERRA,Parque,PI,municipal,"1988",Lei ordinária nº 183/88 de 28/11/1988,20/10/2014,6100.31.3028,Prefeitura Municipal de São Domingos do Prata - MG
ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE,Área de Proteção Ambiental,US,estadual,"1991",Decreto nº 11.900 de 09/10/1991,03/03/2011,0000.21.1887,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA VI,Reserva Particular do Patrimônio Natural,US,federal,"2007",Portaria nº 2 de 23/08/2007,26/08/2011,0000.00.2170,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMôNIO NATURAL DUAS PEDRAS,Reserva Particular do Patrimônio Natural,US,estadual,"2008",Resolução nº 20 de 06/08/2008,17/07/2012,0000.50.1663,Instituto de Meio Ambiente do Mato Grosso do Sul
PARQUE ESTADUAL VEREDAS DO PERUAÇU,Parque,PI,estadual,"1994",Decreto nº 36.070 de 28/09/1994,21/08/2009,0000.31.0401,Instituto Estadual de Florestas de Minas Gerais
ESTAÇÃO ECOLÓGICA SERRA DA CANOA,Estação Ecológica,PI,estadual,"2012",Decreto nº Decreto N° 38.133/12 de 27/04/2012,14/03/2016,0000.26.3312,Agência Estadual do Meio Ambiente de Pernambuco
APA DA PAISAGEM E DO AREAL DA PRAIA DO PONTAL,Área de Proteção Ambiental,US,municipal,"2000",Decreto nº 18849 de 04/08/2000,15/03/2011,0455.33.1791,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,Área de Proteção Ambiental,US,estadual,"1994",Decreto nº 3.413 de 01/09/1994,19/07/2012,0000.29.0327,Secretaria do Meio Ambiente da Bahia
RESERVA EXTRATIVISTA MARINHA CUINARANA,Reserva Extrativista,US,federal,"2014",Decreto nº Sem número de 13/10/2014,15/02/2016,0000.00.3134,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL URÚ,Reserva Particular do Patrimônio Natural,US,federal,"2004",Portaria nº 20 de 08/03/2004,26/08/2011,0000.00.1188,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AGUAS CLARAS I,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Portaria nº 152 de 03/09/2010,11/10/2011,0000.33.2280,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIO E ALBA CORRAL,Reserva Particular do Patrimônio Natural,US,estadual,"2013",Portaria nº 416 de 06/03/2013,21/09/2017,0000.33.3535,Instituto Estadual do Ambiente do Rio de Janeiro
RPPN PEDRA SOBRE PEDRA,Reserva Particular do Patrimônio Natural,US,federal,"2016",Portaria nº 9 de 02/02/2016,09/05/2018,0000.00.3680,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DAS FURNAS II,Reserva Particular do Patrimônio Natural,US,federal,"2013",Portaria nº 168 de 11/03/2013,01/08/2014,0000.00.3099,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL SÍTIO FUNDÃO,Parque,PI,estadual,"2008",Decreto nº 29307 de 06/06/2008,15/02/2016,0000.23.1930,Secretaria do Meio Ambiente do Ceará
PARQUE NATURAL MUNICIPAL DAS DUNAS DA SABIAGUABA,Parque,PI,municipal,"2006",Decreto nº 11986 de 06/03/2006,23/12/2016,0440.23.3295,Secretaria Municipal de Urbanismo e Meio Ambiente de Fortaleza - CE
PARQUE ESTADUAL DE DOIS IRMÃOS,Parque,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,27/09/2010,0000.26.0966,Agência Estadual do Meio Ambiente de Pernambuco
PARQUE NACIONAL DO JAMANXIM,Parque,PI,federal,"2006",Decreto nº 47570 de 14/02/2006,10/02/2016,0000.00.0267,Instituto Chico Mendes de Conservação da Biodiversidade
MONUMENTO NATURAL MUNICIPAL DA GALHETA,Monumento Natural,PI,municipal,"2014",Lei ordinária nº 9.698 de 09/12/2014,28/09/2018,0540.42.3159,Prefeitura Municipal de Florianópolis - SC
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MADEIRAS,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Portaria nº 08/2010 de 23/04/2010,31/01/2014,0000.27.2676,Instituto do Meio Ambiente de Alagoas
ÁREA DE PROTEÇÃO AMBIENTAL DO ITACURU,Área de Proteção Ambiental,US,municipal,"2001",Lei ordinária nº 429/2001 de 28/09/2001,22/07/2014,3280.31.1532,Prefeitura Municipal de Itambé do Mato Dentro - MG
PARQUE NATURAL MUNICIPAL DA CACHOEIRA DE SANTO ANTôNIO,Parque,PI,municipal,"2015",Decreto nº 6145/2015 de 16/03/2015,26/10/2016,1800.31.2869,Prefeitura Municipal de Congonhas - MG
APA JUNDIAí,Área de Proteção Ambiental,US,estadual,"1984",Lei ordinária nº 4095 de 01/06/1984,17/10/2017,0000.35.1704,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAçãO ECOLóGICA DO RIO ROOSEVELT,Estação Ecológica,PI,estadual,"1997",Decreto nº 1.798 de 04/11/1997,30/12/2015,0000.51.1899,Secretaria de Estado do Meio Ambiente de Mato Grosso
RESERVA BIOLÓGICA DO GAMA,Reserva Biológica,PI,estadual,"1988",Decreto nº 11.261 de 21/09/1988,18/08/2017,0000.53.1656,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
RESERVA EXTRATIVISTA RENASCER,Reserva Extrativista,US,federal,"2009",Decreto nº S/N de 05/06/2009,10/02/2016,0000.00.1810,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO SABONETAL,Área de Proteção Ambiental,US,estadual,"1998",Decreto nº 39952 de 09/10/1998,21/08/2009,0000.31.0408,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL DO POXIM,Parque,PI,municipal,"2016",Decreto nº 5370 de 03/08/2016,06/03/2017,0030.28.3459,Secretaria Municipal de Meio Ambiente de Aracaju - SE
ÁREA DE PROTEçãO AMBIENTAL DOS MORROS GARAPENSES,Área de Proteção Ambiental,US,estadual,"2010",Decreto nº 25.087 de 31/12/2010,03/03/2011,0000.21.1892,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
REFÚGIO DE VIDA SILVESTRE DOS MORROS DO CARAUNÃ E DO PADRE,Refúgio de Vida Silvestre,PI,estadual,"2012",Decreto nº 17935 de 30/01/2012,29/02/2012,0000.27.2576,Instituto do Meio Ambiente de Alagoas
RESERVA PARTICULAR DO PATRIMôNIO NATURAL CORUMBAU,Reserva Particular do Patrimônio Natural,US,estadual,"2012",Portaria nº 3534 de 11/09/2012,11/09/2012,0000.29.2763,Secretaria do Meio Ambiente da Bahia
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA I,Reserva Particular do Patrimônio Natural,US,federal,"2007",Portaria nº 7 de 15/10/2007,26/08/2011,0000.00.2073,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO NEGRO,Reserva de Desenvolvimento Sustentável,US,estadual,"2008",Lei ordinária nº 3.355 de 30/12/2008,15/02/2016,0000.13.1730,Secretaria de Estado do Meio Ambiente do Amazonas
ÁREA DE PROTEçãO AMBIENTAL FOZ DO RIO SANTA TEREZA,Área de Proteção Ambiental,US,estadual,"1997",Lei ordinária nº 905 de 21/03/1997,27/07/2007,0000.17.1500,Instituto Natureza do Tocantins
ESTAÇÃO ECOLÓGICA DE CAETÉS,Estação Ecológica,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,12/01/2016,0000.26.0964,Agência Estadual do Meio Ambiente de Pernambuco
FLORESTA ESTADUAL APUÍ,Floresta,US,estadual,"2005",Decreto nº 24.812 de 24/01/2005,04/02/2016,0000.13.0998,Secretaria de Estado do Meio Ambiente do Amazonas
RESERVA EXTRATIVISTA AUATÍ-PARANÁ,Reserva Extrativista,US,federal,"2001",Decreto nº s/n de 07/08/2001,02/02/2016,0000.00.0220,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA SÃO BERNARDO II,Reserva Particular do Patrimônio Natural,US,federal,"2007",Portaria nº 6 de 15/10/2007,26/08/2011,0000.00.2175,Instituto Chico Mendes de Conservação da Biodiversidade
