NOMEUC,CODUC,PROCESSO,EMPREENDIMENTO,EMPREENDEDOR,DESTINACAO,APLICACAO,ACAODEST,ACAOAPL,REUNIAO,TIPO,ANO
FLORESTA NACIONAL DE SARACÁ-TAQUERA,0000.00.0109,02001.002438/2013-71,BAUXITA SEIS PLATOS MONTE BRANCO,MINERAÇÃO RIO DO NORTE S.A,"705218","0",Indefinido,,"19",O,"2013"
PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES,0000.00.0138,02001.001857/2013-95,SEGMENTO III DO TRECHO ARAGUAIA/MT-RONDONÓPOLIS/MT,ALL-AMERICA LATINA LOGISTICA MALHA NORTE,"843400","0",Regularização,,"19",O,"2013"
PARQUE NACIONAL RESTINGA DE JURUBATIBA,0000.00.0141,02001.000181/2007-74,COMPENSACAO AMBIENTAL PESQUISA SISMICA BLOCOS BM-C 26 E 27 B. CAMPOS,CGG DO BRASIL PARTICIPAÇÕES LTDA,"556984","0",Indefinido,,"19",O,"2013"
PARQUE NACIONAL DA SERRA DA BOCAINA,0000.00.0142,02001.002928/2013-77,"TLD da produção de WAIMEA bloco BM-C-41, Bacia de Campos.",OGX PETRÓLEO E GÁS LTDA.,"499738","0",Indefinido,,"19",O,"2013"
PARQUE NACIONAL DE SAINT-HILAIRE/LANGE,0000.00.0164,02001.002928/2013-77,"TLD da produção de WAIMEA bloco BM-C-41, Bacia de Campos.",OGX PETRÓLEO E GÁS LTDA.,"499738","0",Indefinido,,"19",O,"2013"
PARQUE NACIONAL DO SUPERAGUI,0000.00.0178,02001.002928/2013-77,"TLD da produção de WAIMEA bloco BM-C-41, Bacia de Campos.",OGX PETRÓLEO E GÁS LTDA.,"499738","0",Indefinido,,"19",O,"2013"
PARQUE NACIONAL DO MONTE PASCOAL,0000.00.0182,02001.003547/2006-86, BM-J-1 E BM-J-2,PGS DO BRASIL,"10000","0",Indefinido,,"19",O,"2013"
RESERVA BIOLÓGICA DE COMBOIOS,0000.00.0195,02001.000181/2007-74,COMPENSACAO AMBIENTAL PESQUISA SISMICA BLOCOS BM-C 26 E 27 B. CAMPOS,CGG DO BRASIL PARTICIPAÇÕES LTDA,"556984","0",Indefinido,,"19",O,"2013"
RESERVA BIOLÓGICA DE UNA,0000.00.0202,02001.003547/2006-86, BM-J-1 E BM-J-2,PGS DO BRASIL,"10000","0",Indefinido,,"19",O,"2013"
RESERVA BIOLÓGICA MARINHA DO ARVOREDO,0000.00.0214,02001.002928/2013-77,"TLD da produção de WAIMEA bloco BM-C-41, Bacia de Campos.",OGX PETRÓLEO E GÁS LTDA.,"499738","0",Indefinido,,"19",O,"2013"
PARQUE NACIONAL DAS ARAUCÁRIAS,0000.00.0262,02001.001810/2013-21,LT 525 KV SALTO SANTIAGO-ITÁ-NOVA SANTA,TRANSMISSORA SUL BRASILEIRA DE ENERGIA,"550000","0",Regularização,,"19",O,"2013"
ESTAÇÃO ECOLÓGICA DA GUANABARA,0000.00.0263,02001.002928/2013-77,"TLD da produção de WAIMEA bloco BM-C-41, Bacia de Campos.",OGX PETRÓLEO E GÁS LTDA.,"499738","0",Indefinido,,"19",O,"2013"
PARQUE ESTADUAL DOM OSÓRIO STOFFEL,0000.51.0460,02001.001857/2013-95,SEGMENTO III DO TRECHO ARAGUAIA/MT-RONDONÓPOLIS/MT,ALL-AMERICA LATINA LOGISTICA MALHA NORTE,"200000","0",Indefinido,,"19",O,"2013"
ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS,0000.35.0862,02001.002928/2013-77,"TLD da produção de WAIMEA bloco BM-C-41, Bacia de Campos.",OGX PETRÓLEO E GÁS LTDA.,"499738","0",Indefinido,,"19",O,"2013"
PARQUE ESTADUAL DA SERRA DA TIRIRICA,0000.33.1476,02001.002928/2013-77,"TLD da produção de WAIMEA bloco BM-C-41, Bacia de Campos.",OGX PETRÓLEO E GÁS LTDA.,"250000","0",Indefinido,,"19",O,"2013"
PARQUE ESTADUAL CUNHAMBEBE,0000.33.1620,02001.002928/2013-77,"TLD da produção de WAIMEA bloco BM-C-41, Bacia de Campos.",OGX PETRÓLEO E GÁS LTDA.,"250000","0",Indefinido,,"19",O,"2013"
REFúGIO DE VIDA SILVESTRE DO RIO DOS FRADES,0000.00.1813,02001.003547/2006-86, BM-J-1 E BM-J-2,PGS DO BRASIL,"10000","0",Indefinido,,"19",O,"2013"
PARQUE NATURAL MUNICIPAL DE SERTãO,2050.43.1948,02001.001810/2013-21,LT 525 KV SALTO SANTIAGO-ITÁ-NOVA SANTA,TRANSMISSORA SUL BRASILEIRA DE ENERGIA,"87793","0",Indefinido,,"19",O,"2013"
PARQUE NACIONAL GUARICANA,0000.00.3137,02001.002734/2013-71,TERMINAL DE GRANEIS DE SANTA CATARINA - TGSC,TGSC,"1530242","0",Regularização,,"19",O,"2013"
PARQUE NACIONAL DE CAPARAO,0000.00.0160,02001.002961/2013-05,MINERODUTO MINA GERMANO - PORTO DE UBU (3ª LINHA),SAMARCO MINERAÇÃO S.A,"6007872","6007872",Regularização,,"20",O,"2013"
PARQUE NACIONAL DE CAPARAO,0000.00.0160,02001.002961/2013-05,MINERODUTO MINA GERMANO - PORTO DE UBU (3ª LINHA),SAMARCO MINERAÇÃO S.A,"6007872","6007872",,Regularização,"20",O,"2013"
PARQUE NACIONAL DA LAGOA DO PEIXE,0000.00.0140,02001.003524/2013-09,"GASODUTO SUL NORTE CAPIXABA, BACIA DE CAMPOS E ESPÍRITO SANTO",PETROBRAS,"4974674","4974674",Indefinido,Regularização,"20",O,"2013"
PARQUE NACIONAL DO ITATIAIA,0000.00.0184,02001.007904/2012-23,GASODUTO RJ - BH II (GASBEL II),NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"0","4671018",,Regularização,"20",O,"2013"
PARQUE NACIONAL DA SERRA DA CANASTRA,0000.00.0144,02001.001289/2012-41,Estação Retificadora/Inversora - Lote C,ELETRONORTE,"0","3868502",,Regularização,"20",O,"2013"
PARQUE NACIONAL DO ITATIAIA,0000.00.0184,02001.005417/2007-69,GASODUTO CARAGUATATUBA TAUBATÉ,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"0","2000000",,Regularização,"20",O,"2013"
PARQUE NACIONAL DO ITATIAIA,0000.00.0184,02001.005417/2007-69,GASODUTO CARAGUATATUBA TAUBATÉ,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"0","2000000",,Aquisição,"20",O,"2013"
PARQUE NACIONAL DO JURUENA,0000.00.0281,02001.001289/2012-41,Estação Retificadora/Inversora - Lote C,ELETRONORTE,"0","1934251",,Regularização,"20",O,"2013"
PARQUE NACIONAL DO ITATIAIA,0000.00.0184,02001.004462/2007-04,UNIDADE DE TRATAMENTO DE GAS DE CARAGUATATUBA - ESTADO DE SAO PAULO,PETROBRAS,"0","1800000",,Regularização,"20",O,"2013"
PARQUE NACIONAL DE SAINT-HILAIRE/LANGE,0000.00.0164,02070.000186/2008-64,SIST PROD PESQUISA RESERVATORIO MEMBRO SIRI CONCESSAO BADEJO B. CAMPOS FPSO PETROJARL RIO DAS OSTRAS,PETROBRAS,"0","1500000",,Regularização,"20",O,"2013"
PARQUE NACIONAL DA SERRA DOS ORGÃOS,0000.00.0152,02001.004462/2007-04,UNIDADE DE TRATAMENTO DE GAS DE CARAGUATATUBA - ESTADO DE SAO PAULO,PETROBRAS,"0","1200000",,Regularização,"20",O,"2013"
PARQUE NACIONAL DA CHAPADA DAS MESAS,0000.00.0272,02001.001065/2013-11,LT COLINAS- SÃO JOÃO DO PIAUÍ,INTERLIGAÇÃO ELÉTRICA NORTE E NORDESTE S/A,"0","1128245",,Regularização,"20",O,"2013"
PARQUE NACIONAL DAS ARAUCÁRIAS,0000.00.0262,02001.001810/2013-21,LT 525 KV SALTO SANTIAGO-ITÁ-NOVA SANTA,TRANSMISSORA SUL BRASILEIRA DE ENERGIA,"0","550000",,Regularização,"20",O,"2013"
ESTAÇÃO ECOLÓGICA TUPINAMBÁS,0000.00.0064,02070.000021/2008-92,SISTEMA DE DESENVOLVIMENTO DE PETROLEO NO CAMPO DE FRADE - B. DE CAMPOS,CHEVRON BRASILEIRA DE PETRÓLEO LTDA.,"0","250000",,Aquisição,"20",O,"2013"
ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS,0000.00.0071,02070.000021/2008-92,SISTEMA DE DESENVOLVIMENTO DE PETROLEO NO CAMPO DE FRADE - B. DE CAMPOS,CHEVRON BRASILEIRA DE PETRÓLEO LTDA.,"0","250000",,Aquisição,"20",O,"2013"
PARQUE NACIONAL DO ITATIAIA,0000.00.0184,02001.005417/2007-69,GASODUTO CARAGUATATUBA TAUBATÉ,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"0","150000",,Pesquisa,"20",O,"2013"
PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES,0000.00.0138,02001.001291/2012-11, LT Porto Velho - Araraquara 2. n.º 2. Lote G do Linhão do Madeira,NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,"0","100000",,Regularização,"20",O,"2013"
ESTAÇÃO ECOLÓGICA DO TAIM,0000.00.0070,02001.003173/2013-28,INTERLIGAÇÃO ELÉTRICA BRASIL - URUGUAI,ELETROSUL CENTRAIS ELÉTRICAS S.A.,"154375","0",Indefinido,,"20",O,"2013"
PARQUE NACIONAL DA AMAZÔNIA,0000.00.0136,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
PARQUE NACIONAL DA SERRA DO DIVISOR,0000.00.0149,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
PARQUE NACIONAL DE PACAÁS NOVOS,0000.00.0163,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
PARQUE NACIONAL DO JAÚ,0000.00.0173,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
PARQUE NACIONAL DA SERRA DA CUTIA,0000.00.0188,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
RESERVA BIOLÓGICA DO GUAPORÉ,0000.00.0206,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
RESERVA BIOLÓGICA DO JARU,0000.00.0208,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
PARQUE NACIONAL DO JURUENA,0000.00.0281,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS,0000.00.0284,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
PARQUE ESTADUAL SERRA DO BRIGADEIRO,0000.31.0385,02001.002961/2013-05,MINERODUTO MINA GERMANO - PORTO DE UBU (3ª LINHA),SAMARCO MINERAÇÃO S.A,"250000","0",Indefinido,,"20",O,"2013"
PARQUE NACIONAL NASCENTES DO LAGO JARI,0000.00.1626,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
PARQUE NACIONAL MAPINGUARI,0000.00.1633,02001.004859/2011-74,UHE JIRAU/RO,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,"3485361","0",Indefinido,,"20",O,"2013"
MONUMENTO NATURAL ESTADUAL SERRA DAS TORRES,0000.32.2319,02001.002961/2013-05,MINERODUTO MINA GERMANO - PORTO DE UBU (3ª LINHA),SAMARCO MINERAÇÃO S.A,"200000","0",Indefinido,,"20",O,"2013"
ÁREA DE PROTEçãO AMBIENTAL MUNICIPAL DA ÁRVORE BONITA,2200.31.2837,02001.002961/2013-05,MINERODUTO MINA GERMANO - PORTO DE UBU (3ª LINHA),SAMARCO MINERAÇÃO S.A,"150000","0",Indefinido,,"20",O,"2013"
ÁREA DE PROTEçãO AMBIENTAL ALTO TABOãO,2420.31.2906,02001.002961/2013-05,MINERODUTO MINA GERMANO - PORTO DE UBU (3ª LINHA),SAMARCO MINERAÇÃO S.A,"150000","0",Indefinido,,"20",O,"2013"
RESERVA BIOLóGICA BIOPAMPA,0435.43.2922,02001.003173/2013-28,INTERLIGAÇÃO ELÉTRICA BRASIL - URUGUAI,ELETROSUL CENTRAIS ELÉTRICAS S.A.,"100000","0",Manejo,,"20",O,"2013"
ÁREA DE PROTEçãO AMBIENTAL SERRA DA VARGEM ALEGRE,2420.31.2941,02001.002961/2013-05,MINERODUTO MINA GERMANO - PORTO DE UBU (3ª LINHA),SAMARCO MINERAÇÃO S.A,"150000","0",Indefinido,,"20",O,"2013"
ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,0000.00.0013,02001.001716/2012-91,Usina Nuclear de Angra III,ELETRONUCLEAR,"0","380000",,Manejo,"21",O,"2013"
ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,0000.00.0013,02001.001716/2012-91,Usina Nuclear de Angra III,ELETRONUCLEAR,"0","65000",,Pesquisa,"21",O,"2013"
ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,0000.00.0013,02001.001716/2012-91,Usina Nuclear de Angra III,ELETRONUCLEAR,"0","40000",,Pesquisa,"21",O,"2013"
PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES,0000.00.0138,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"1116389","0",Indefinido,,"21",O,"2013"
PARQUE NACIONAL RESTINGA DE JURUBATIBA,0000.00.0141,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"2717531","0",Indefinido,,"21",O,"2013"
PARQUE NACIONAL DA SERRA DA BOCAINA,0000.00.0142,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"2717531","0",Indefinido,,"21",O,"2013"
PARQUE NACIONAL DA SERRA DA CANASTRA,0000.00.0144,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"4341905","0",Regularização,,"21",O,"2013"
PARQUE NACIONAL DA SERRA DA CANASTRA,0000.00.0144,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"9252074","0",Regularização,,"21",O,"2013"
PARQUE NACIONAL DA SERRA DOS ORGÃOS,0000.00.0152,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"2717531","0",Indefinido,,"21",O,"2013"
PARQUE NACIONAL DA TIJUCA,0000.00.0154,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"2717531","0",Indefinido,,"21",O,"2013"
PARQUE NACIONAL DAS EMAS,0000.00.0155,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"1116389","0",Indefinido,,"21",O,"2013"
PARQUE NACIONAL DE PACAÁS NOVOS,0000.00.0163,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"1116389","0",Indefinido,,"21",O,"2013"
PARQUE NACIONAL DE SAINT-HILAIRE/LANGE,0000.00.0164,02001.001716/2012-91,Usina Nuclear de Angra III,ELETRONUCLEAR,"4000000","0",,Regularização,"21",O,"2013"
PARQUE NACIONAL DO ITATIAIA,0000.00.0184,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"2717531","0",Indefinido,,"21",O,"2013"
RESERVA BIOLÓGICA DO GUAPORÉ,0000.00.0206,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"1116389","0",Indefinido,,"21",O,"2013"
RESERVA BIOLÓGICA DO JARU,0000.00.0208,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"1116389","0",Indefinido,,"21",O,"2013"
RESERVA BIOLÓGICA DO TINGUÁ,0000.00.0212,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"2717531","0",Indefinido,,"21",O,"2013"
RESERVA BIOLÓGICA DE POÇO DAS ANTAS,0000.00.0215,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"2717531","0",Indefinido,,"21",O,"2013"
RESERVA BIOLÓGICA UNIÃO,0000.00.0217,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"2717531","0",Indefinido,,"21",O,"2013"
PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS,0000.00.0284,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"1116389","0",Indefinido,,"21",O,"2013"
PARQUE ESTADUAL SERRA DO BRIGADEIRO,0000.31.0385,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"5000000","0",Regularização,,"21",O,"2013"
PARQUE ESTADUAL PICO DO ITAMBÉ,0000.31.0404,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"1000000","0",Indefinido,,"21",O,"2013"
ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES,0000.51.0461,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"200000","0",Indefinido,,"21",O,"2013"
PARQUE ESTADUAL DE VASSUNUNGA,0000.35.0853,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"133333","0",Indefinido,,"21",O,"2013"
PARQUE ESTADUAL DO DESENGANO,0000.33.1479,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"2000000","0",Indefinido,,"21",O,"2013"
PARQUE ESTADUAL DE CORUMBIARA,0000.11.1495,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"500000","0",Indefinido,,"21",O,"2013"
ÁREA DE PROTEÇÃO AMBIENTAL DE NOVA ERA,4470.31.1522,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"100000","0",Indefinido,,"21",O,"2013"
RESERVA BIOLóGICA MUNICIPAL DA MATA DO BISPO,3170.31.1525,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"200000","0",Indefinido,,"21",O,"2013"
PARQUE NACIONAL MAPINGUARI,0000.00.1633,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"1116389","0",Indefinido,,"21",O,"2013"
ESTAçãO ECOLóGICA DO NOROESTE PAULISTA,0000.35.2672,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"133333","0",Indefinido,,"21",O,"2013"
ESTAÇÃO ECOLÓGICA DE ITIRAPINA,0000.35.2701,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"133333","0",Indefinido,,"21",O,"2013"
PARQUE NATURAL MUNICIPAL SALÃO DE PEDRAS,1750.31.2730,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"200000","0",Indefinido,,"21",O,"2013"
ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU,0340.51.2832,02001.001944/2013-42,LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2,NORTE BRASIL TRANSMISSORA DE ENERGIA,"100000","0",Indefinido,,"21",O,"2013"
AREA DE PROTECAO AMBIENTAL CORREGO DA MATA,5800.31.3026,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"100000","0",Indefinido,,"21",O,"2013"
PARQUE NATURAL MUNICIPAL ELCI ROLLA GUERRA,6100.31.3028,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"200000","0",Indefinido,,"21",O,"2013"
PARQUE NACIONAL DA SERRA DA BOCAINA,0000.00.0142,02070.000021/2008-92,SISTEMA DE DESENVOLVIMENTO DE PETROLEO NO CAMPO DE FRADE - B. DE CAMPOS,CHEVRON BRASILEIRA DE PETRÓLEO LTDA.,"0","6706250",,Aquisição,"22",O,"2013"
ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,0000.00.0076,02001.004706/2013-99,Ferrovia Norte-Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","0","4000000",,Regularização,"22",O,"2013"
RESERVA BIOLÓGICA DO JARU,0000.00.0208,02001.004706/2013-99,Ferrovia Norte-Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","0","3000000",,Regularização,"22",O,"2013"
PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES,0000.00.0138,02001.001291/2012-11, LT Porto Velho - Araraquara 2. n.º 2. Lote G do Linhão do Madeira,NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,"0","2679000",,Regularização,"22",O,"2013"
PARQUE NACIONAL DA SERRA DO ITAJAÍ,0000.00.0150,02001.004222/2013-40,ATIVIDADE DE PRODUÇÃO DE PETRÓLEO NOS BLOCOS BM-C-39 E BM-C-40 - OGX,OGX PETRÓLEO E GÁS LTDA.,"0","2371784",,Regularização,"22",O,"2013"
RESERVA EXTRATIVISTA JACI-PARANÁ,0000.11.0776,02001.004861/2011-43,UHE Santo Antônio,SANTO ANTÔNIO ENERGIA S/A,"0","2220000",,Manejo,"22",O,"2013"
PARQUE NACIONAL DA CHAPADA DAS MESAS,0000.00.0272,02001.004706/2013-99,Ferrovia Norte-Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","0","2000000",,Regularização,"22",O,"2013"
ESTAÇÃO ECOLÓGICA SERRA DOS TRÊS IRMÃOS,0000.11.0768,02001.004861/2011-43,UHE Santo Antônio,SANTO ANTÔNIO ENERGIA S/A,"0","1430000",,Aquisição,"22",O,"2013"
PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS,0000.00.0284,02001.001291/2012-11, LT Porto Velho - Araraquara 2. n.º 2. Lote G do Linhão do Madeira,NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,"0","1250000",,Regularização,"22",O,"2013"
PARQUE NACIONAL DE BRASÍLIA,0000.00.0159,02001.004706/2013-99,Ferrovia Norte-Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","0","1117350",,Aquisição,"22",O,"2013"
FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO RIO VERMELHO (C),0000.11.0739,02001.004861/2011-43,UHE Santo Antônio,SANTO ANTÔNIO ENERGIA S/A,"0","1000000",,Manejo,"22",O,"2013"
ÁREA DE PROTEÇÃO AMBIENTAL DO RIO MADEIRA,0000.11.2065,02001.004861/2011-43,UHE Santo Antônio,SANTO ANTÔNIO ENERGIA S/A,"0","950000",,Manejo,"22",O,"2013"
PARQUE NACIONAL DOS LENÇOIS MARANHENSES,0000.00.0180,02070.000021/2008-92,SISTEMA DE DESENVOLVIMENTO DE PETROLEO NO CAMPO DE FRADE - B. DE CAMPOS,CHEVRON BRASILEIRA DE PETRÓLEO LTDA.,"0","900000",,Aquisição,"22",O,"2013"
PARQUE NACIONAL DO CABO ORANGE,0000.00.0169,02070.000021/2008-92,SISTEMA DE DESENVOLVIMENTO DE PETROLEO NO CAMPO DE FRADE - B. DE CAMPOS,CHEVRON BRASILEIRA DE PETRÓLEO LTDA.,"0","400000",,Regularização,"22",O,"2013"
PARQUE NACIONAL DOS LENÇOIS MARANHENSES,0000.00.0180,02070.000021/2008-92,SISTEMA DE DESENVOLVIMENTO DE PETROLEO NO CAMPO DE FRADE - B. DE CAMPOS,CHEVRON BRASILEIRA DE PETRÓLEO LTDA.,"0","310000",,Manejo,"22",O,"2013"
ESTAÇÃO ECOLÓGICA DA SERRA DAS ARARAS,0000.00.0075,02001.001291/2012-11, LT Porto Velho - Araraquara 2. n.º 2. Lote G do Linhão do Madeira,NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,"0","300000",,Aquisição,"22",O,"2013"
PARQUE NACIONAL DA SERRA DA CANASTRA,0000.00.0144,02001.003037/2006-17,ADEQUACAO DA CAPACIDADE DA BR - 050 - TR. ENTRE UBERLÂNDIA E A DIVISA DOS ESTADOS DE MG E SP,DNIT,"0","250000",,Regularização,"22",O,"2013"
PARQUE ESTADUAL DA SERRA DOS MARTÍRIOS/ANDORINHAS,0000.15.1021,02070.000204/2008-16,LINHA DE TRANSMISSAO 500 KV ITACAIUNAS / COLINAS,ATE III TRANSMISSORA DE ENERGIA S/A,"0","250000",,Aquisição,"22",O,"2013"
RESERVA BIOLÓGICA TRAÇADAL,0000.11.0770,02001.004861/2011-43,UHE Santo Antônio,SANTO ANTÔNIO ENERGIA S/A,"0","200000",,Aquisição,"22",O,"2013"
ÁREA DE PROTEÇÃO AMBIENTAL DO RIO MADEIRA,0000.11.2065,02001.004861/2011-43,UHE Santo Antônio,SANTO ANTÔNIO ENERGIA S/A,"0","50000",,Pesquisa,"22",O,"2013"
